idx,cf,ef,numitems,persev,clustersize,clusterswitch
0,0.0,0.0,25.0,0.0,2.26099219408,10.72
1,0.0,0.02,24.6,0.0,2.40942923743,9.88
2,0.0,0.04,24.48,0.0,2.29672172272,10.36
3,0.0,0.06,24.04,0.0,2.42679342879,9.48
4,0.0,0.08,24.0,0.0,2.24028332778,10.44
5,0.0,0.1,23.52,0.0,2.12111754912,10.64
6,0.0,0.12,22.84,0.0,2.33583294483,9.4
7,0.0,0.14,22.44,0.0,2.08017449217,10.0
8,0.0,0.16,22.08,0.0,2.09908119658,10.16
9,0.0,0.18,21.72,0.0,2.09541536242,9.68
10,0.0,0.2,21.0,0.0,2.10593828394,9.56
11,0.0,0.22,21.96,0.0,2.55170596071,8.96
12,0.0,0.24,22.16,0.0,2.27237629038,9.68
13,0.0,0.26,21.16,0.0,2.21501154401,8.96
14,0.0,0.28,20.4,0.0,2.10325707626,9.32
15,0.0,0.3,20.32,0.0,2.29351603952,8.48
16,0.0,0.32,19.48,0.0,2.0248040848,9.16
17,0.0,0.34,19.92,0.0,2.1754969475,8.56
18,0.0,0.36,18.44,0.0,2.20096392496,8.04
19,0.0,0.38,19.4,0.0,2.03076068376,9.0
20,0.0,0.4,18.0,0.0,2.17084970585,7.8
21,0.0,0.42,17.48,0.0,2.11377056277,7.6
22,0.0,0.44,17.64,0.0,2.10966666667,7.8
23,0.0,0.46,16.88,0.0,2.25204395604,7.44
24,0.0,0.48,16.0,0.0,2.1358049728,7.16
25,0.0,0.5,15.52,0.0,2.10062370962,7.28
26,0.0,0.52,15.32,0.0,2.17933910534,6.56
27,0.0,0.54,14.8,0.0,1.87171428571,7.12
28,0.0,0.56,14.44,0.0,1.91100610501,7.04
29,0.0,0.58,14.08,0.0,2.02775180375,6.44
30,0.0,0.6,13.84,0.0,1.9783015873,6.4
31,0.0,0.62,11.32,0.0,1.89784704185,5.6
32,0.0,0.64,12.16,0.0,2.16282828283,5.08
33,0.0,0.66,11.44,0.0,1.88272438672,5.48
34,0.0,0.68,11.64,0.0,1.78277489177,5.76
35,0.0,0.7,10.72,0.0,2.00974603175,4.72
36,0.0,0.72,10.76,0.0,1.99534920635,4.76
37,0.0,0.74,9.4,0.0,1.6280952381,5.0
38,0.0,0.76,8.88,0.0,1.84347619048,4.28
39,0.0,0.78,8.92,0.0,1.92371428571,4.12
40,0.0,0.8,7.32,0.0,1.6839047619,3.68
41,0.0,0.82,6.76,0.0,1.96895238095,2.92
42,0.0,0.84,6.16,0.0,1.6,3.12
43,0.0,0.86,6.52,0.0,1.53257142857,3.4
44,0.0,0.88,4.68,0.0,1.58133333333,2.16
45,0.0,0.9,4.32,0.0,nan,2.08
46,0.0,0.92,3.68,0.0,nan,1.64
47,0.0,0.94,2.52,0.0,nan,1.08
48,0.0,0.96,1.92,0.0,nan,0.84
49,0.0,0.98,0.6,0.0,nan,-0.56
50,0.02,0.0,25.0,0.36,2.25098928849,10.52
51,0.02,0.02,24.84,0.64,2.36434371184,10.04
52,0.02,0.04,24.32,0.36,2.13801315351,10.76
53,0.02,0.06,24.12,0.44,2.31869197469,10.04
54,0.02,0.08,23.8,0.64,2.23480697081,9.96
55,0.02,0.1,23.8,0.4,2.1395593165,10.6
56,0.02,0.12,23.2,0.12,2.32818653569,9.76
57,0.02,0.14,22.8,0.28,2.28961449661,9.44
58,0.02,0.16,22.72,0.28,2.22242657343,9.84
59,0.02,0.18,22.4,0.2,2.1068034188,9.96
60,0.02,0.2,21.52,0.24,2.34211799312,8.84
61,0.02,0.22,20.8,0.44,2.20395315795,8.92
62,0.02,0.24,21.16,0.44,2.24642934843,9.0
63,0.02,0.26,20.44,0.4,2.43874458874,8.24
64,0.02,0.28,20.6,0.24,2.12334498834,9.28
65,0.02,0.3,20.56,0.52,2.22862737263,8.52
66,0.02,0.32,19.56,0.44,2.2406981907,8.32
67,0.02,0.34,19.24,0.24,2.04618770119,8.92
68,0.02,0.36,18.92,0.44,2.08122000222,8.44
69,0.02,0.38,18.96,0.36,1.88328782329,9.52
70,0.02,0.4,18.52,0.2,2.03746098346,8.36
71,0.02,0.42,17.36,0.28,2.00424697525,8.4
72,0.02,0.44,17.6,0.56,1.95405028305,8.24
73,0.02,0.46,17.56,0.36,1.95795482295,8.4
74,0.02,0.48,17.48,0.28,2.09195926296,8.12
75,0.02,0.5,16.32,0.28,2.02814141414,7.4
76,0.02,0.52,16.16,0.24,2.0139002109,7.28
77,0.02,0.54,15.96,0.44,2.09669486069,7.04
78,0.02,0.56,14.04,0.32,2.05538672439,6.48
79,0.02,0.58,13.52,0.32,1.95415007215,6.56
80,0.02,0.6,13.44,0.16,1.92222294372,6.44
81,0.02,0.62,13.04,0.16,1.9154025974,6.48
82,0.02,0.64,12.04,0.2,2.22055555556,5.28
83,0.02,0.66,12.28,0.12,1.99449206349,5.52
84,0.02,0.68,11.32,0.12,1.94802020202,5.2
85,0.02,0.7,11.32,0.2,1.79354689755,5.68
86,0.02,0.72,10.48,0.08,1.79944444444,5.08
87,0.02,0.74,9.8,0.28,2.09293939394,4.36
88,0.02,0.76,8.84,0.36,1.66242857143,4.56
89,0.02,0.78,9.44,0.04,1.82171428571,4.52
90,0.02,0.8,7.64,0.32,1.90423809524,3.36
91,0.02,0.82,6.92,0.24,1.5650952381,3.64
92,0.02,0.84,7.0,0.16,1.77,3.28
93,0.02,0.86,5.12,0.16,1.53838095238,2.6
94,0.02,0.88,5.24,0.0,1.56733333333,2.48
95,0.02,0.9,3.92,0.04,1.5520952381,1.72
96,0.02,0.92,2.92,0.08,nan,1.48
97,0.02,0.94,2.76,0.0,nan,1.04
98,0.02,0.96,1.72,0.0,nan,0.48
99,0.02,0.98,0.88,0.0,nan,-0.16
100,0.04,0.0,25.0,0.76,2.20502275502,10.96
101,0.04,0.02,24.88,1.28,2.1726165697,10.76
102,0.04,0.04,24.56,0.8,2.35514163614,10.04
103,0.04,0.06,24.16,0.8,2.49716083916,9.76
104,0.04,0.08,23.52,0.84,2.19821090021,10.48
105,0.04,0.1,23.48,0.8,2.29462692863,9.88
106,0.04,0.12,23.24,0.56,2.02293206793,10.72
107,0.04,0.14,23.0,0.68,2.50180819181,8.84
108,0.04,0.16,22.88,1.04,2.11882445332,10.2
109,0.04,0.18,22.2,0.76,2.11697657898,10.16
110,0.04,0.2,21.88,0.52,2.29406216006,9.08
111,0.04,0.22,22.0,0.56,2.12548107448,9.8
112,0.04,0.24,21.44,0.76,2.28726890653,9.12
113,0.04,0.26,21.12,0.52,2.18503130203,9.12
114,0.04,0.28,20.72,0.44,2.18391697192,8.96
115,0.04,0.3,19.48,0.64,2.05286025086,8.8
116,0.04,0.32,19.76,1.12,2.10851781552,8.72
117,0.04,0.34,19.0,0.84,2.00592241092,9.0
118,0.04,0.36,18.64,0.76,2.27847175047,7.92
119,0.04,0.38,18.0,0.68,2.04024186924,8.48
120,0.04,0.4,18.28,0.92,2.27960961261,7.8
121,0.04,0.42,18.0,0.68,2.11092063492,8.08
122,0.04,0.44,16.28,0.6,1.8865044955,8.12
123,0.04,0.46,16.32,0.6,2.09071273171,7.2
124,0.04,0.48,17.16,0.52,2.02519047619,7.88
125,0.04,0.5,16.52,0.4,2.21328715729,7.0
126,0.04,0.52,15.28,0.6,1.97971572872,7.2
127,0.04,0.54,14.92,0.4,2.06987734488,6.4
128,0.04,0.56,15.48,0.6,1.92343056943,7.68
129,0.04,0.58,13.68,0.44,1.83036507937,6.68
130,0.04,0.6,13.48,0.4,1.99600721501,6.16
131,0.04,0.62,13.24,0.44,1.83633333333,6.52
132,0.04,0.64,11.16,0.32,2.07525396825,4.56
133,0.04,0.66,11.24,0.28,1.99622222222,5.08
134,0.04,0.68,12.0,0.2,2.20511255411,5.28
135,0.04,0.7,10.8,0.4,1.81257142857,5.28
136,0.04,0.72,9.24,0.16,1.68195238095,4.68
137,0.04,0.74,9.12,0.28,1.91104761905,4.32
138,0.04,0.76,8.76,0.44,1.66315873016,4.44
139,0.04,0.78,9.04,0.32,1.77495238095,4.44
140,0.04,0.8,7.6,0.32,1.63995238095,3.96
